review,score,of_title,id_linha,Ideological_Bias,LGBTQ+_Criticism,Conspiracy_Theory,Meta-Criticism,Technical_Criticism,Tactical_Praise,Coordinated_Hate,Studio_Criticism,Frustration/Expectation
"""Honestly Iâm just heartbroken, thereâs so much that could have been here but just wasnât. As a queer woman, the representation didnât bother me in the slightest and if anything I embraced it. But that is absolutely not what the vast majority of us are upset about, itâs everything else. The only moments that I was genuinely invested in were the flashbacks, and I do think thatâs all the gameHonestly Iâm just heartbroken, thereâs so much that could have been here but just wasnât. As a queer woman, the representation didnât bother me in the slightest and if anything I embraced it. But that is absolutely not what the vast majority of us are upset about, itâs everything else. The only moments that I was genuinely invested in were the flashbacks, and I do think thatâs all the game needed to be, not this new revenge plot. It just feels like they were trying to turn The Last of Us into something it just wasnât, and they strayed so far away from everything that made us love the first game.I went into this game with completely open eyes. I didnât see a single spoiler, thought the people who had seen the spoilers were overreacting and needed more context, was keeping a completely open mind, and had this blind faith in Naughty Dog because I genuinely believed that this would be the last studio that would screw up a story. Iâm just completely devastated because of what could have been. Through the game you could see moments of it, but theyâre the subplots, not the main one. The only character I felt invested in or even just found interesting was Dina, and personally I just couldnât get enough of her. But as someone who grew up with Ellie, was a similar age and really just related to Ellie, the fact that she wasnât on the forefront of my mind throughout this game was a big miss, and it just feels like to me that they butchered her character for the sake of a message. On top of that, it felt like they were trying to hard to compare (insert name here)âs story to Ellieâs, and it just didnât feel natural. Whilst I could see what they were going for, they just couldnât pull it together, with an ending that just made me ask the question âwhat were they trying to do here ?âMy only hope for the future is that Naughty Dog can learn from this, because I honestly think itâd kill me to see this happen to Uncharted, another series I love so freaking much. The main problem they need to learn from in my opinion is that you canât build a story around a message you want to convey, itâs the other way around. Iâm still going to support them because this (for me, at least) will be the only blip on their record of fantastic games, and I do really look forward to seeing the stories of Chloe, Sam, Nadine and even Sully continue on. I do, however, think they need to leave The Last of Us alone for the sake of their fans. TL;DR: The Last of Us: Part 2 gives me the same feeling as season 8 of Game of Thrones all over again. Everything about it is perfection EXCEPT the story, which given the fact itâs a Naughty Dog game of all studios, shouldnât be the case. And like season 8 of Game of Thrones, part of me wants to just forget it existed in order to restore the legacy of the original seasons/storyâ¦ Expand",4,TLOU2,206,1,1,0,0,1,1,0,1,1
"""Worst story!!! Anyway, i dont play any product of Naughty dog again.",0,TLOU2,207,1,0,1,0,0,1,1,1,1
"""This game should never get higher than 5/10Sorry mate. You just ruined the franchise.â¦ Expand",0,TLOU2,208,0,1,1,0,1,1,1,1,1
Just listen to the leaks. 100% correct. Wish it wasnât. They should have gone another direction With this game because in the end with all the poor choices Ellie makes just donât make sense to her character. Especially in relation to this revenge theme they were going for...Good graphics tho!!!!!â¦ Expand,1,TLOU2,209,0,0,0,1,1,0,0,1,1
"Very bad story, I give it one star for the graphics otherwise I would be giving it -10",1,TLOU2,210,0,0,0,1,1,1,0,1,0
"The engine is all that's good about this. The story telling, rubbish.Character development, rubbish.Player interaction, rubbish.",3,TLOU2,211,0,1,0,0,1,0,0,0,0
The plot is horrible a total let down amazing visuals  good game play but not worth playing because its a horrible story.,0,TLOU2,212,1,0,1,1,1,1,1,0,0
The story was completely disappointing and when you criticize the game for being horrible you get developers saying the only reason you didnât like it is because youâre a homophobe or a bad person but in reality they took a risk and It did not pay off at all. To any last of us player that wants to play this game I highly do not recommend you will only be left unsatisfied and angry. TheThe story was completely disappointing and when you criticize the game for being horrible you get developers saying the only reason you didnât like it is because youâre a homophobe or a bad person but in reality they took a risk and It did not pay off at all. To any last of us player that wants to play this game I highly do not recommend you will only be left unsatisfied and angry. The only redeeming thing about this game is the graphics and the soundtrack thatâs it.â¦ Expand,4,TLOU2,213,1,1,0,1,1,0,1,1,1
How could you do this to such a great story. You are the worst kind of people and I will hate you for this till the day I die.,0,TLOU2,214,0,1,0,0,0,0,1,1,1
Game without plot :(,0,TLOU2,215,1,1,0,1,1,1,1,0,0
"""Imagine waiting 7 years for the continuation of one of the best written games of the last generation, I love TLOU, but the Part II just misses the mark. But hey, at least is enjoyable while playing... although that wasn't the reason why the first game was so acclaimed in the first place.â¦ Expand",0,TLOU2,216,1,0,0,0,1,1,0,1,1
"Are you kidding me!!!!!! How can you people destroy beloved characters in that way. No respect just to add some bull character no one cares about. Then forcing you to play as that character. Dont get me started on the script, who the hell wrote this **** This game will be an example to not prioritize agendas ahead of a story driven game. The story everyone waited for so many years completely destroyed in this trash. Naughty Dog your costumers dont want this!!!! We never wanted this, WE WILL NEVER WANT THIS!!!!â¦ Expand",0,TLOU2,217,1,1,1,1,1,0,1,1,1
"I have just finished the story, this is a very honest opinion from Naughty dog fan and a very big fan of the last of usRate 4/10ProGraphicThe graphic is terrific, you could feel how it is very beautiful and look real, this is very impressive GameplayI enjoyed the gameplay very much, Ellie is very flexible, during the fight, she could evade, and strike back, this is also impressive  and all of the weapons are very good, the silencer is great, the bow very useful, even more than Joelâs bowConStory The story has a very big plot hole on it,- Joel the experienced veteran man, survived many events, always be careful and very hard to trust someone, He just gave his name to a stranger who he has just met without knowing their background? Like walk in the park and introduce themselves, it doesnât make any sense at all and because of that, it leads to his death, this is a very big plot hole- Then you played as Ellie to go all the way for revenge, kills so many people that did nothing to her, finally just to let that person who killed Joel live? (This kind of understandable if you really try to think that the killer spared Dina so Elli would want to stop all of the revenge and let the killer go)- The worst of all, you have to play as Joelâs killer for 8 hours, 8 long hours that I have to play as her, at least you should have given an option if the player wants to play as the killer or notI played the last of us part 1 maybe more than 20 times but for the last of us part 2, I donât think I can go through that again, especially the part that I have to play as Abby(Joelâs killer)In conclusion - Good gameplay, - Great graphic,- Disappointing storyâ¦ Expand",4,TLOU2,218,1,0,0,1,1,0,0,0,1
You give a one of the best characters in gaming history a **** end compared to GOT or Luke Skywalker,0,TLOU2,219,0,0,1,1,0,1,1,0,1
"""Damn, i just complete the game, and all what's i want to say- THATS BORING AS F#CK BRO. Really, shooting mechanics are really nice, but it was also in the first time. But story... MFG its such stupid and boring, that i will vetter read some advice books about how to make a most boring scenario. And the ending. That's real cr@p bro. Really, all what's i have said after game ended wasDamn, i just complete the game, and all what's i want to say- THATS BORING AS F#CK BRO. Really, shooting mechanics are really nice, but it was also in the first time. But story... MFG its such stupid and boring, that i will vetter read some advice books about how to make a most boring scenario. And the ending. That's real cr@p bro. Really, all what's i have said after game ended was \""""Bruh\""""First part was better. This part really sucksAnd yes, i played at the \""""hardcore mode\""""â¦ Expand",1,TLOU2,220,0,0,0,0,1,1,1,1,1
"""The longer i played the worse this game became for my the second half of the game i felt like i needed to finish just because of the time and money i had invested in it already. Really sad to see that this is how the sequel to one of the greatest playstation games turned outâ¦ Expand""",3,TLOU2,221,0,1,1,0,1,0,0,1,1
The developers completely DESTROYED the story and RUINED all the beloved main characters and all for what? a WOKE agenda? complete BS!,0,TLOU2,222,1,1,1,0,0,1,1,1,1
"The story is bleak, the gameplay is boring and the characters are extremely unlikable.Last Of Us series was perfect but Part 2 destroyed its legacy....",1,TLOU2,223,1,1,1,1,1,1,0,0,1
"If you were a fan of the first game then stay away from this part. The story feels really half assed, controls feel clunkier somehow. Enemy AI is basic graphics are ok. Too much shoehorning in this game. It's just not worth it",1,TLOU2,224,1,0,0,0,1,0,0,0,1
"Horrible propaganda, what was Druckmann thinking about to write that story? It was totally disgusting and forced, I'm going to return the game to the store, it's an expense that nobody should do.",0,TLOU2,225,1,0,0,1,0,1,0,1,1
"What a shame......The game is a bunch of left politics, the walking dead spin offs and loveless charakters. You destroyed in seconds what you biuld up with the first the last of us. RIP",1,TLOU2,226,1,0,1,0,1,1,1,1,1
"Dumb decision making, unlikable characters, outdated gameplay, full of plotholes.",0,TLOU2,227,0,1,1,1,1,0,1,1,1
I made an account just to leave this rating and review. Boy did Naughty Dog **** this up! I and so many fans have waited 7 long years for a good quality sequel and they let us down BIG TIME. Don't buy this game trust me just save your money. All the other negative reviews that have spoilers do a decent job of summing up the colossal **** turd that is The Last Of Us 2. This has been theI made an account just to leave this rating and review. Boy did Naughty Dog **** this up! I and so many fans have waited 7 long years for a good quality sequel and they let us down BIG TIME. Don't buy this game trust me just save your money. All the other negative reviews that have spoilers do a decent job of summing up the colossal **** turd that is The Last Of Us 2. This has been the only time a game has ever pissed me off so much I've felt the need to write something about it. If your a fan of the first game you'll be crushed at how poor the story is that at a certain point you'll just want to shut your console off and walk away head lowered in shame. It's THAT BAD!â¦ Expand,0,TLOU2,228,0,1,0,1,1,1,1,1,1
The game is so bad the people who made it left the compney the worst game everâ¦ Expand,0,TLOU2,229,1,1,1,0,1,1,1,1,1
"Good visuals, great gameplay butterrible story, probably the worst writing in videogame history.",2,TLOU2,230,0,0,0,0,1,1,0,0,0
What a waste of a potential to explore the story between joel and ellie naughty dog has ruined what could have been a great game. The first one was amazing but this just has ruined the experience of the first game for me,0,TLOU2,231,0,1,1,1,1,0,0,1,1
"I thought Naughty dog did great the gameplay felt refreshing compared to the first game the story was a bit over the place but honestly, I thought it was brilliant, it made us witness that everything has consequences and other lives matter and just not the main protagonist. This is an amazing game I highly recommend this if your into action-adventure/ horror survival games 10/10",0,TLOU2,232,1,0,0,0,1,1,0,1,1
"I just finished the game. I won't go into the absurdity of the ending. I will simply clarify that the way the characters, from Abby to Ellie, have been treated has been ridiculous. Their dialogues are empty, unfeeling and distant. It's about killing hundreds of people with a frightening lightness, but instead they are terribly affected by things that pale in comparison. This game is one ofI just finished the game. I won't go into the absurdity of the ending. I will simply clarify that the way the characters, from Abby to Ellie, have been treated has been ridiculous. Their dialogues are empty, unfeeling and distant. It's about killing hundreds of people with a frightening lightness, but instead they are terribly affected by things that pale in comparison. This game is one of the greatest narrative absurdities of the last decade.I understand what they tried with the game, the problems is not the idea, it's the execution of it. The game guides you all time to hated with Ellie and trying to emphatize with Abby. The problem is that they did that so poorly.The only reason I give it the 2 is for the recreation of scenarios, visual effects, art and soundtrack.â¦ Expand",1,TLOU2,233,0,1,0,0,1,0,0,1,0
"The death of Joel its ok, I can handle that and I were thinking he would die, but the form he died was terrible, he died with no reason and they throw him to the trash because yes, he deserve a better end.And other point, do NOT put politics in videogames and you could be thinking âomg he is an absolute homophobic guy and thats why he hates the gameâ but no, avery single character in the game could be heterosexual and the game will be worse, because everyone has a determinated personality, since the first game Ellie has been lesbian and we Love that because its part of her personality, but everything you do in this game is just throw it all to the trash like Joel  and I think the developers of the game just wanted to make every one politically âhappyâ and just absolutely ignore all the fandom they had.In conclusion this game tried to be politically correct, but they failed to everyone specially to their fansâ¦ Expand",0,TLOU2,234,1,1,1,1,1,1,1,1,1
This is a good example of how you ruin a good franchise.  Most of the buildings are boarded up and it pushes you down a very set path.  The story is horrible and full of virtue signaling nonsense.,0,TLOU2,235,1,0,0,1,1,0,0,0,1
"""even without good graphics and decent gameplay\I see the second like trying to build something on the corpse of the one you loved forcing you to play the murderer. I imagine the company created this game like spitting on the person who taught me what love and loss is one of the valuable lessons I didn't learn from my parents. I will never forgive them because of this.â¦ Expand""",1,TLOU2,236,0,0,1,0,1,0,0,1,1
"After 9 hours into the game i couldn't take it anymore, gameplay have issues, story is laughable and the only decent thing about the game is soundtrack and graphics but that doesnt alone make a game whole.",0,TLOU2,237,1,1,1,0,1,1,0,1,0
"I literally HATE this game. I got screwed by Naughty dogs, they voluntary tricked us in every possible way, i'm sad, and disappointed, i hated every inch of it... DON'T BUY this game its not worth your hard earn money. The games journalists are all full of it and biased, trust me it is that bad. The whole section with Abby is so painful to play. I killed her almost 300 times during myI literally HATE this game. I got screwed by Naughty dogs, they voluntary tricked us in every possible way, i'm sad, and disappointed, i hated every inch of it... DON'T BUY this game its not worth your hard earn money. The games journalists are all full of it and biased, trust me it is that bad. The whole section with Abby is so painful to play. I killed her almost 300 times during my playthrough, i wanted her dead so bad so in the end, i threw the game out the window like a Frisbee, and that was the highlight of this game.â¦ Expand",1,TLOU2,238,1,1,1,1,1,1,1,1,1
"""The Graphics and the Gameplay are great as the first game's are is a story, the gameplay and graphics are mere tools to tell it. If graphics were that important then minecraft wouldn't be even known by anyone and would be called trash, which is not the case. Graphics are important, but many amazing games we played in the past are still amazing even with their old graphics. So from what really matters, the story, i can give a solid zero to this game, that as i pointed many times, has chosen to inser something that don't belong to the game world: Politics and Ideology. If you want to disseminate your ideological thoughts go right ahead with a brand new game, with a official note, with a twitter post, who cares, but don't mess with my game to do that.â¦ Expand",0,TLOU2,239,1,1,1,0,0,1,1,1,0
"It's linear as hell, boring and has an crappy plot. Don't buy it, the first one is way superior while this was just made to cash in on the current Political Climate. Avoid it.",1,TLOU2,240,1,0,1,0,1,1,1,1,1
"""Amazing graphics\ND just threw an overload of free violence and tell us we are supposed to feel bad. Watch how this game will be used to justify \""""""""videogame violence\"""""""" afterward. I feel bad for half the studio who was shut down for speaking up against this piece of crap on""",1,TLOU2,241,0,1,1,1,0,1,1,1,1
I've never seen such disrespect for a prior main character. I've played through the game and it isn't horrible but I wouldn't recommend it either. Buy it on sale or just watch a playthrough and safe your money.,3,TLOU2,242,1,0,0,1,0,1,0,0,1
"I put 2 points for deceiving the buyer. According to all advertising campaigns and trailers, the game does not match what was presented at the end.",2,TLOU2,243,1,1,0,1,1,0,0,0,1
Well hopefully this doesn't get deleted...guess what people...people think its a terrible game. While the graphics are amazing that means jack when the story is utter garbage. Gameplay felt the same as first so that didnt bother me but as a single player game the story is so cruical to its success  and this story failed miserably. They turned joe into a complete idiot to get him killed. Then ellie goes on a revenge spree and doesnt even get the pay off at the end. Sorry in a post apocalyptic world you dont let a person just walk away out of mercy. Thats probably the dumbest crap ive played in a long time.Notice how i didnt bring up any LGBT or anything else like that? You know why? Because it didnt bother me but the fanboys apparently think since you didnt like the game you are some homophobic person which makes no excuse. Some of the biggest youtubers absolutely hate this games story as well. Are they homophobic? Are they review bombing it to bomb it? No and no. Stop trying to create a invisible enemy to try to defend a crappy game with a even crappier story.â¦ Expand,0,TLOU2,244,0,1,1,1,1,0,0,1,0
"""It's amazing how a stupid progresive idea **** a videogame, how the **** you kill the main character of the first game that easily, it's stupid this kind of \""""new ideas\"""" and how can you feel empathy to people you even know,I came to play an apocaliptic game not to see Barney season 5â¦ Expand",3,TLOU2,245,1,0,0,1,1,0,1,1,0
"Great graphics, good gameplay but a very weak and disappointig Story, lack of creativity from Naughty Dog in this oneâ¦ Expand",4,TLOU2,246,0,1,0,1,1,1,1,1,1
"""OH GOD WHY? PLEASE TELL ME THIS IS JUST SOME KIND OF A SICK JOKE! do not buy this game, and pretend it never happen if you can. The last of us II has the potential to be the masterpiece, but it chooses to please a certain \""""community\"""" instead and end up creating an embarrassment that probably haunts the studio in a very very long time. Don't mind the Critic Review, they just too scared toOH GOD WHY? PLEASE TELL ME THIS IS JUST SOME KIND OF A SICK JOKE! do not buy this game, and pretend it never happen if you can. The last of us II has the potential to be the masterpiece, but it chooses to please a certain \""""community\"""" instead and end up creating an embarrassment that probably haunts the studio in a very very long time. Don't mind the Critic Review, they just too scared to give this game a true score that it deserve which is -100.â¦ Expand",0,TLOU2,247,1,1,1,1,1,0,1,1,0
"""Every sequel has to be compared to its predecessor and this game is no exception. This game is filled with politics and progressive messages that are as irrelevant for a post apocalyptic world as they are forced into the story. The strong,homosexual female protagonist , the giant monstrous looking female antagonist.â¦ Expand",1,TLOU2,248,1,1,1,1,1,1,0,1,1
Thank you for RUINING the STORY of one of the best games in gaming history. Iâve deleted the game after completing it. Iâve Wasted my  money.,0,TLOU2,249,1,1,1,1,1,0,1,0,1
"Iâm honestly at a loss on how this game could stray so far away from its roots. Personally Iâm tired of beautiful games that are just shallow in lore, stories, and interesting characters. While ND has continued to show their ability for map design and lighting, the gameplay seems to be almost untouched on improvements since 2013. Gunplay seems clunky and AI running straight at you with zero evasive ability while you clearly have a gun drawn on them feels brain dead. Not to mention the amount of bugs I experienced was something I expect from EA.  THE STORY.... where to even start? The disrespect for Joel, the unloveable Abby, countless NPCs Iâm supposed to care about but donât... half the game spent trying to manipulate my first impression. Going on a murderous rampage for revenge, only for absolutely no pay off. I felt like the one being spit on.It felt like there could had been a completely different arrangement of events to kill Joel off (If you absolutely felt the need too) and introduce Abby. A better back story and flash backs of the fireflies vs the Gov, memorable events from the last game sprinkled in as the trickling effects of Abby story is shaped by Joel. It all felt hollow and rushed like the narrative was so forced, the writers couldnât even stomach enough to put typical ND effort in. Iâve already sold my copy to someone else as thereâs zero Replay-ability due to the lack of MP and the fact I wish I could just get my time back from this game. I really tried to give it the game a chance even though I deleted/redownloaded twice out of pure distaste. Iâve played a lot of bad games over the years, most of which were bad due to being unfinished or due to indie Devs, but this, this was the opposite of everything I wanted to happen EVERY SINGLE TIME.â¦ Expand",2,TLOU2,250,0,0,1,1,1,1,1,1,1
"The review bombs are getting boring now. A lot of cry babies because their favourite character dies. The death set the tone and provided a motive, you can see the good and the bad side of both playable character which I really like about the game. The combat had a major overhaul too. The game is excellent, review bombed by people that haven't even completed the whole game. There is amazing character development too later in in the game.All in all the game is a masterpiece to me personally. Well done naughty dog.â¦ Expand",10,TLOU2,251,1,1,1,1,1,1,0,1,1
"Amazing, honestly despite everything I gave this game a go and was 100% not disappointed. I personally think this is the best game ever made, not to say it's my favourite but it definitely is close.",10,TLOU2,252,1,1,1,0,0,0,0,1,1
"the game is amazing, the writers took a unique way of presenting this story and I love that they took this risk, I like the mechanics and graphics of these games. had a lovely experience with this game.",10,TLOU2,253,0,0,0,0,1,1,0,1,1
Masterpiece. Mind-blowing graphics and details. Excelente playability and a great and different history. A must play,10,TLOU2,254,0,1,1,1,1,1,0,0,1
"TLOU2 has an interesting and complete story. It is a reasonable continuation of the story from part 1. I don't get why many people are mad at how they killed Joel. Joel is never a good guy. Ellie believed in the fireflies the whole life, but Joel took that away from her. I like Joel for his will and power to do what he believes is right, but that doesn't mean he should have a happy ending. As of Abby, I bet few even finished the second half of the game. She has a sophisticated and well-developed character. Not immediately likable, but deserves better than this wide criticism.â¦ Expand",10,TLOU2,255,1,1,1,1,1,1,1,0,1
"The game is fantastic at least for the first 3/4 of the game. The game had everything graphics, combat and a great story however the ending to the story was not as satisfying as I hoped it to be. However, I would still recommend purchasing the game as it is still a very good game and is still my favorite game of the year even though I didn't like the end of the story.",9,TLOU2,256,1,0,0,0,1,1,1,0,1
"Another masterpiece from naughty dog.  Not a happy game to journey through, but the roller coaster of emotions, brilliant moments of beautiful melancholy, and cathartic ending put the stamp as one of the best video game experiences for mature gamers that are able to appreciate something different then the cliche and conventional storytelling we are used to from other fiction series.  ThisAnother masterpiece from naughty dog.  Not a happy game to journey through, but the roller coaster of emotions, brilliant moments of beautiful melancholy, and cathartic ending put the stamp as one of the best video game experiences for mature gamers that are able to appreciate something different then the cliche and conventional storytelling we are used to from other fiction series.  This game was bold in direction and I applaud naughty dog for taking the risk instead of fan servicing and milking this series as a cash cow.â¦ Expand",10,TLOU2,257,0,1,0,0,1,1,0,1,0
"Game of the year. The best game of the season, Ellie it's a wonderful character",10,TLOU2,258,0,0,1,1,1,0,1,0,1
"""I love TLOU1 because of the story But I still believe it's worth playing.â¦ Expand""",8,TLOU2,259,0,0,1,1,1,1,1,1,1
Loved the game. One of the best ever played. Story was a little depressing but still the characters were fleshed out and everyone had some motive behind their actions. Didn't really like collecting the and scavenging the parts but the other gameplay mechanics were fun. Waiting for the next Naughty Dog hit.â¦ Expand,10,TLOU2,260,0,1,0,1,1,1,1,1,1
"Gameplay is amazing. Graphics are perfect. And the story.... it is a piece of art. It makes you feel as empty as Ellie and the plot is so honest. I mean: in an apocalyptical world, the story is never to be fairy tale.",10,TLOU2,261,0,1,1,1,1,1,1,0,1
"Misunderstood masterpiece. Saying the theme of this game is just ârevenge is badâ is doing a disservice as itâs such a surface level analysis of the game. The theme is about the cycle of violence and the destruction it leads to, and forgiveness. Wether you liked the story or not, the technical aspect of the game is objectively some of the best in the business. From the big step up in gameplay from the last game to the jaw-dropping visuals, from the music and sound design to the level design, everything is vastly improved from Naughty Dogâs previous installments.â¦ Expand",9,TLOU2,262,0,1,0,0,1,1,0,1,1
I think naughty dog should say sorry for this mess of a game make retelling of story if anybody belives they should say sorry then i be glad im not alone naughty narrative in this game was not like them all,9,TLOU2,263,0,1,1,1,0,1,0,1,1
"Complex Sensational story, incredible graphics, fluid gameplay. This game is amazing!!!",10,TLOU2,264,0,0,0,0,1,0,1,1,0
"it is just so beautiful, fightings became more interesting and better to compare with first part. love almost every character! good game.",9,TLOU2,265,1,1,1,1,1,0,0,0,1
"An incredibly worthy sequel to one of the best games ever. Try avoiding spoilers, they hold absolutely no value without the context of the game. Going in cold is very rewarding. The sound design, acting, graphics and animations are best in class and represent a great way to cap of the PS4 generation. A must-have game, especially if you liked the first one.",10,TLOU2,266,0,1,1,0,1,0,1,0,1
"This game deserve to be play by everyoneThe story is great, the gameplay is incredible and the graphics are the best for PS4!I can't understand why someone would hate this game",10,TLOU2,267,1,0,0,1,1,1,1,0,1
The last of us part 2 is a stunning looking game. The gameplay is the same gameplay from the last game which is not a bad thing. The set pieces and the whole is fun to explore. The first 10-15 hours of the story is fantastic but when the game makes you play as Abby is when the game falls short. I understand where they were going with the story but I wish we could play as Ellie more. Itâs aThe last of us part 2 is a stunning looking game. The gameplay is the same gameplay from the last game which is not a bad thing. The set pieces and the whole is fun to explore. The first 10-15 hours of the story is fantastic but when the game makes you play as Abby is when the game falls short. I understand where they were going with the story but I wish we could play as Ellie more. Itâs a great game and I truly enjoyed it. Thank you for all the hard work it took to make this gameâ¦ Expand,10,TLOU2,268,0,1,0,0,1,1,0,1,1
"Reminds us to consider seeing things with others perspectives. Heavy, traumatic game with few beautiful moments. Realized the Story's greatness after the ending. We need to connect the dots by ourselves.â¦ Expand",10,TLOU2,269,0,1,0,0,1,1,0,1,1
"Easily 10 out of 10, game is so intense, visually canât imagine that itâs a PS4 game.",10,TLOU2,270,1,0,1,0,1,0,1,1,0
"In short this game is an absolute masterpiece. I was a little worried about how the story would play out after the incident that occurs about 1 hour 30 minutes into the game, how the game would continue and how it would keep me playing. Those fears were put to rest when I continued playing. The gameplay is top notch, the survival horror aspects have you on the edge of your seat. The combatIn short this game is an absolute masterpiece. I was a little worried about how the story would play out after the incident that occurs about 1 hour 30 minutes into the game, how the game would continue and how it would keep me playing. Those fears were put to rest when I continued playing. The gameplay is top notch, the survival horror aspects have you on the edge of your seat. The combat feels fun and challenging, much harder than the previous games. The game looks stunning and beautiful. Naughty Dog really poured their heart and soul into this game to make something special and they did an amazing jobâ¦ Expand",10,TLOU2,271,0,1,1,1,1,1,0,1,0
"""Disappointed by how the writers treated the two titular characters would be an understatement. Update: After having some time to marinate and self reflect on my thoughts I've raised my score. Do I like the story? No. Do I respect the game developers? Yes. Am I devastated by the direction they went? Yes. I raised my the score due to the impressive rope physics haha. Now will I happily play this game again? Probably not. There was a lot of impressive set pieces in the game but the story killed it for me. So final update. Thanks.â¦ Expand""",6,TLOU2,272,0,0,0,0,1,0,0,1,0
The refined gameplay from the first game was just tremendous to play for hours upon end. I always felt the story was engaging and fun with a deep meaning of emotion that is portrayed throughout the game both with Ellie and Abby with the loss of Joel and Jerry.â¦ Expand,10,TLOU2,273,0,0,0,0,0,1,1,1,1
"""I want to give it a 0""",6,TLOU2,274,1,0,0,0,1,0,1,1,1
Ok game some character motivesions espesialy at the end does not seam right i think the main reason people dislike the game is because joel dies so early.i personaly also dislike the fact that joes dies so early but after some time and espesialy when the game lets you play as abby and discover her pas i learned what the game is about it about the a revenge story and how far you are willing to go to avenge for the ones you love and the consequesties if you do so. I think its a cool new story consept that after ending the game made me think about it a lot.so yeah i like the story.so story aside the game had the most stunning graphics of the ganerasion they are even beter that RDR2 graphics.also it had ok gameplayâ¦ Expand,8,TLOU2,275,1,0,1,1,1,1,0,0,1
"a masterpiece, the game is incredibly beatiful and the story is amazingeven better than the first game",10,TLOU2,276,1,1,0,0,1,1,1,0,1
"""I have mixed feelings after reaching the end of the game in 30 hoursThe Last of us part II, is a good game. Yet I understand the division in the player base, because it depends on everyone sensibility and capability to get over his own resentment. I canât deny itâs unprecedented. But was it really intentional though? I globally liked the experience and would recommend to play it, however, on a pure writing and character building aspect, that's a big disappointment.â¦ Expand",7,TLOU2,277,0,1,0,0,1,1,1,1,1
This game was good for me- i agree some story choices made couldve been better handled- but overall i gave it a 8.5 which you cant give here- i played it as i loved the first one being my favourite game eever and i want to day that eventhough certain things didnt do it for me most of the game was satisfying and im glad i played it- loved it but not as much as the first one!  I think that the game does what it said- divide people  and therefore i respects everyone views so please respect each other too!Twitch-RumHounds insta- 3rumhounds Youtube-rumhoundsâ¦ Expand,10,TLOU2,278,0,0,1,1,1,1,0,1,0
The Last of Us Part 2 is nothing like the first one.  This one had I think I story that they did not do a great job with.  It had potential but they could have changed a few things.  The combat and visual really were amazing.  The characters acting was good but I didn't not really like any of these characters.  They also could have executed the theme of the story better.  Overall it is notThe Last of Us Part 2 is nothing like the first one.  This one had I think I story that they did not do a great job with.  It had potential but they could have changed a few things.  The combat and visual really were amazing.  The characters acting was good but I didn't not really like any of these characters.  They also could have executed the theme of the story better.  Overall it is not awful but not great it is decent.  I was ashamed because I loved the first one but they could have done better given that we waited 7 years.â¦ Expand,7,TLOU2,279,1,0,0,1,0,0,1,1,1
"""I am NOT a lgbt activist. I am not a woman. Maybe the game is not 10 out of 10, but I gave this rating only because of the idiots who gave 0 or 1. The game is very good despite all its controversial points. A deep story about important things, live characters, strong gameplay, beautiful design and game world, great music. Druckmann well done.â¦ Expand",10,TLOU2,280,1,1,1,1,1,1,0,1,0
"What a game. The story was perfect,had my emotions all over the place. 10/10",10,TLOU2,281,1,1,1,1,1,1,1,1,0
"Played it out a hour ago, for me its the best game of the generation. I get the story twists may not be for everyone but i loved it. I like how you care about characters that u should hate, i like the combat and the gphx are crazy for a ps4.",10,TLOU2,282,1,1,1,0,1,0,1,1,0
Freaking perfect. Honestly enjoyed every bit of it and got the plat. Gonna replay part one just for the heck of itâ¦ Expand,10,TLOU2,283,1,0,0,1,1,0,0,1,0
"As someone who actually played the game from start to finish and letting it settle before rating it, I am satisfied giving it 10/10 now. It's a damn masterpiece just like the first. Even better gameplay and even more of an emotional roller coaster. Avoiding this game is just doing yourself a disservice, imo.",10,TLOU2,284,1,0,0,0,0,1,1,0,1
"Wonderfull gameplay, great story and next gen graphics. Definitly game of the year nad one of the best Playstation ex.",10,TLOU2,285,1,0,1,0,1,1,1,0,0
This one sits with me and the more I think about it the more I like it and what they were trying to do.,9,TLOU2,286,0,1,1,1,0,1,1,1,0
"very good game ,it means a lot to me, and vou must play this although all this hate about its History",10,TLOU2,287,1,0,1,1,0,1,0,1,0
"""The game up until the rather disappointing ending was a 10/10. The only flaw for me was the ending, but it would be unjust of me to lower my rating because of that, because in-spite of that, this game deserves way more that 10/10â¦ Expand",10,TLOU2,288,1,1,1,1,1,1,0,1,1
Seriously the best game that has ever been made in the history of games. It is absolutely phenomenal. People hating on it couldn't be bothered to actually open their brains and understand what the writers wanted the audience to do. It's a masterpiece in every sense of the word.,10,TLOU2,289,0,0,1,1,1,0,1,1,0
"""Since everyone agrees on the wonderful graphics and Technic-Specs of TLOU2Ps: The last scene got me hard and if a Story gets you to feel this sorrow it is perfect.â¦ Expand""",8,TLOU2,290,1,0,1,0,1,1,1,0,1
"Truly the greatest game ever made. The story is brutal and unforgiving and requires an open mind. If you come into the game wanting a rerun of TLOU1 then you're going to have a bad time and get angry. Ignore the haters, avoid the spoilers, roll with the story.",10,TLOU2,291,1,0,0,1,1,0,1,0,1
"""Incredible gameAn ocean of emotions. Brilliant game.â¦ Expand""""""",10,TLOU2,292,0,0,1,1,1,1,0,0,1
Just amazing gameIs time to grown up and stop crying everytime you see a realistic final.,10,TLOU2,293,0,0,1,1,0,1,1,1,0
